price,bedrooms,bathrooms,Area_sqft
509500,2,3,4955
486700,2,1,8678
527500,2,1,5700
475000,5,3,7390
268000,3,3,5473
562000,3,2,56149
780000,4,3,18529
700000,9,3,10040
710000,3,2,6670
445000,3,1,8214
729000,3,3,65558
384400,3,3,4536
815000,6,3,22633
865000,4,3,8589
514000,3,2,11220
615000,4,3,18593
865000,4,3,106030
755000,4,3,13130
425000,4,1,11381
375000,2,1,12109
750000,4,3,9978
722000,4,3,11758
1.01E+06,3,3,8190
725000,3,3,12730
170000,3,1,44490
845000,4,3,40105
271900,3,2,11671
1.30E+06,6,5,8882
261500,4,3,12470
619500,3,3,9340
435000,5,2,18517
210000,3,1,7774
489950,3,2,6940
260000,4,2,12410
300000,4,1,11239
530000,4,2,18621
235000,3,2,17500
593500,3,1,6740
562000,3,3,85591
585000,3,2,213466
2.40E+06,4,3,28894
199500,3,2,12281
544500,5,1,6160
394900,3,1,16470
912000,4,4,7555
260000,3,3,11232
858000,5,3,19328
1.28E+06,4,3,22734
242150,4,2,11214
220000,3,2,9970
235000,3,2,11570
370000,3,2,13770
450000,3,2,49566
534950,5,2,10447
730000,4,3,21191
465000,4,3,37850
178000,3,1,8604
215000,3,1,10550
300000,3,3,19868
430000,3,2,10526
183000,3,2,6926
585000,3,3,5171
192950,3,1,5590
599000,2,1,10603
326500,3,1,10040
358803,2,1,7845
537000,3,3,17080
1.16E+06,3,3,29981
156000,2,1,8019
219000,3,1,10776
1.19E+06,3,2,7760
248000,5,2,20898
340000,3,2,199610
899100,5,3,20150
346950,3,2,14634
330000,3,1,9145
325000,3,1,11240
315000,3,2,11394
649950,3,3,4555
316000,3,1,9680
386000,2,3,6566
535000,2,2,11440
600000,3,3,4840
339000,4,3,14216
167000,3,2,10716
430000,3,1,8140
688000,4,4,17229
834500,3,2,11560
1.08E+06,4,4,15360
250000,3,1,55232
402500,3,1,6450
432500,3,3,10845
485000,5,2,18588
560000,4,3,27860
410000,4,2,11582
455000,3,3,11144
459500,4,3,12378
371000,4,2,14785
289500,3,2,7940
395000,3,4,4103
496752,2,1,8700
227000,2,1,8880
330000,3,2,12271
480000,5,2,12950
290000,2,1,220400
281000,3,1,24016
705000,4,2,6610
1.40E+06,4,3,9390
485000,4,3,11751
622000,3,2,5019
380000,3,2,43048
2.13E+06,4,3,25453
561500,3,2,9820
242000,3,1,11680
348500,3,2,13736
370000,3,2,13736
752000,6,4,12083
230000,3,2,11130
715000,3,2,8247
240415,3,2,13207
562000,4,2,7760
360000,3,2,6170
659950,3,3,4466
458500,3,2,5269
259950,2,2,2789
366000,3,2,10008
978000,4,3,13601
525000,2,1,9280
926300,3,2,8150
750000,2,1,9390
660000,2,1,8683
305000,4,2,9480
800000,2,3,10708
600000,4,2,14510
435000,2,1,91087
1.14E+06,4,3,9406
318000,3,2,3517
639000,4,2,8880
453000,3,3,7400
800000,4,2,13668
437000,2,2,9750
1.15E+06,3,3,81679
490000,4,3,13575
499950,4,2,10740
160134,3,2,12496
191000,3,1,10425
221000,3,1,9980
352800,4,2,10520
350000,3,3,13624
458000,4,2,6260
359950,3,1,193146
1.05E+06,3,3,11163
353000,3,2,14305
717550,3,4,10348
450000,3,2,10320
167500,3,1,4870
550000,3,2,82495
939000,4,2,14364
700000,3,2,19880
480000,4,4,441760
501000,3,1,7330
580000,3,2,12035
527550,1,1,62087
399000,4,3,10237
240000,3,2,8280
353000,4,3,272769
335000,4,2,6092
475000,3,3,5934
660000,3,2,9800
551000,3,1,4588
249950,4,2,14040
1.15E+06,4,3,270306
575000,3,2,10313
1.09E+06,4,3,18010
515000,4,3,13046
235000,3,2,14704
796000,3,1,6603
450000,2,2,5450
2.05E+06,4,3,25604
270000,4,3,10079
1.71E+06,3,3,32772
565000,3,1,7398
680000,1,3,6688
5.57E+06,5,5.75,47829
864500,4,3,42721
1.15E+06,4,2,24350
335000,3,2,34636
911000,4,3,23123
425000,2,1,9005
299950,3,1,84431
864000,4,3,55888
425000,2,1,9040
374950,4,2,18340
247000,3,2,11200
475000,3,1,10521
275000,3,3,11598
355000,2,1,372197
285000,4,2,26042
1.34E+06,3,3,44229
325000,2,1,20707
1.67E+06,5,4,49456
402000,3,3,15164
1.10E+06,3,3,22877
375000,4,2,13605
396000,5,3,17303
320000,4,3,13587
610000,3,3,10787
249950,3,2,10328
675000,4,4,106325
448000,2,2,10742
819000,3,1,7410
1.25E+06,3,3,25095
225000,4,3,9661
790000,2,3,986458
685000,4,3,10890
812000,3,3,14998
705000,2,3,11000
360000,4,3,11296
344000,1,2,2829
825000,4,2,12090
476500,3,1,8870
379500,2,1,7816
620000,3,2,39756
477590,3,3,11841
490000,3,1,11700
470000,3,2,8000
500000,3,2,4216
370000,3,1,9821
790000,2,2,7820
725000,4,3,23175
840000,4,3,7100
390000,3,1,14568
507000,3,2,15665
263500,3,2,8953
369000,3,3,4323
500000,3,3,11406
570000,2,1,7021
284000,4,3,11125
415000,2,1,6588
197500,3,1,5050
925000,4,4,16792
468000,3,2,9380
355000,3,1,7941
639000,4,2,9370
720000,3,3,19890
381000,3,2,8860
1.05E+06,3,4,50779
670000,3,3,9420
400000,3,1,9428
910000,4,4,58289
294000,3,1,12267
315001,3,2,13500
360000,3,2,13803
520000,3,2,5860
474000,3,1,7040
702000,4,3,11756
728000,4,4,93387
308000,4,3,12117
2.00E+06,5,4,11733
340000,3,3,12347
306500,2,2,13010
716000,3,2,6270
950000,4,3,49421
673200,5,3,16166
564500,4,2,9930
393000,4,2,15591
425000,5,2,7671
150000,3,1,27124
327000,4,2,109962
444900,4,3,13548
305000,4,3,19243
469000,3,3,4364
525000,3,2,11545
330000,3,3,21364
618000,4,1,6680
295500,4,3,12530
567035,3,2,49877
518000,4,2,40010
303000,2,1,11740
300000,4,3,12906
413107,3,2,10940
400000,3,1,5790
535000,3,1,9709
555000,4,2,5960
312000,3,3,11216
785200,3,2,7140
749000,4,2,15930
285000,3,2,12857
425000,4,3,9968
360000,3,2,19370
260000,3,1,9045
369000,3,2,11899
275000,4,3,15262
407000,3,2,4308
575000,2,2,7978
1.24E+06,3,2,7842
875000,2,3,10153
320000,4,2,10831
810000,3,2,13821
274000,3,2,10800
239900,4,2,12593
450000,4,2,11198
263400,4,2,63838
265000,3,1,8687
418000,4,3,11110
390000,3,2,9697
430000,3,2,10360
1.44E+06,3,2,14975
297000,2,2,40833
650000,4,2,11770
195000,2,1,19970
554000,3,4,114530
550000,3,2,848829
700000,3,2,7990
300000,4,1,180787
315000,2,1,10916
603000,3,1,8830
530000,2,1,6240
397500,3,2,11520
221000,3,1,7730
466000,4,2,12040
197500,3,1,8452
280000,3,3,3920
412000,2,2,6353
454000,2,1,8851
540000,4,2,232574
250000,5,2,9893
900000,5,2,41361
245000,5,2,12142
290000,3,2,10831
160000,2,1,10912
1.26E+06,2,2,12895
325000,2,1,8650
185000,2,1,9120
477000,3,2,8440
100000,2,1,9853
345000,4,3,16191
530000,4,2,19905
203000,3,1,9516
599000,4,3,9890
370000,4,1,8940
140000,3,1,10480
500000,3,1,7690
527200,3,2,6820
549900,5,3,12265
760000,4,3,14075
319000,2,1,6880
362300,3,3,19954
421000,3,3,7985
690000,3,1,6610
640000,3,3,35988
238000,4,2,10090
789000,3,3,46310
1.05E+06,6,4,22241
302500,3,3,8416
259950,4,2,11230
456000,3,2,32036
369950,3,3,6168
363750,3,2,201166
585000,3,2,221613
268000,3,3,10226
1.20E+06,5,3,8200
345000,3,1,12646
539000,4,3,24120
851000,5,3,16512
900000,3,3,11200
850000,3,3,10050
390000,3,2,9260
345000,3,2,9579
534500,3,3,6550
643500,6,5,9010
1.21E+06,3,3,11830
495000,2,2,7530
535000,2,1,6860
435000,4,3,10958
305000,4,2,5611
799000,4,3,12200
700000,4,3,20641
467000,3,2,3893
263000,3,1,10080
760000,4,3,15117
293000,4,3,8404
245000,3,2,11069
181000,2,2,14027
240000,3,1,17724
880000,4,3,13021
285000,3,2,9437
407500,2,1,8457
325000,4,3,7923
405000,3,2,14354
291700,3,3,7560
370000,3,3,22865
270000,3,2,11950
800000,4,3,11830
626500,3,2,6240
1.13E+06,4,4,15476
399950,4,3,13585
419000,3,2,19340
1.16E+06,4,3,51955
1.41E+06,4,4,16829
710000,4,3,11614
650000,3,1,7660
369900,4,3,39080
641000,4,3,68658
403000,3,1,10229
1.02E+06,3,3,9530
865000,4,3,18490
2.49E+06,4,3,31624
810000,4,1,7688
316750,3,3,3719
652500,4,2,135144
360000,6,3,20180
208000,2,1,6770
898000,4,3,70901
295000,4,2,15414
652500,4,2,23233
560000,4,3,9944
280000,3,1,11110
289950,3,3,12504
397500,3,3,47853
380000,2,1,78842
415900,3,3,25883
475000,2,2,11635
125000,1,1,9290
238000,3,1,36780
296000,4,2,12660
475000,6,3,123202
390000,3,2,9960
425000,3,1,6210
725000,6,3,9710
605000,3,2,16534
302000,3,1,4860
886000,3,2,10380
540000,4,2,9380
435000,4,2,12220
409000,4,3,15192
405000,3,1,10220
560200,3,3,8294
324000,4,2,11138
390000,4,3,13470
414000,2,1,7020
441500,3,3,9450
375000,3,3,8146
668500,4,3,10920
540000,5,2,14042
1.04E+06,4,3,17102
1.35E+06,4,3,10710
758000,4,3,14049
949880,4,2,15267
570000,3,1,6559
736000,4,3,17467
670000,3,2,7450
1.13E+06,4,2,13140
650000,4,2,7376
690000,2,2,7460
610000,4,2,51158
413500,2,1,6190
765000,3,3,14692
828200,4,3,13541
205000,2,1,6727
465000,3,3,8365
556000,4,3,9882
540000,4,3,7779
423000,4,3,8904
375000,3,2,18396
173250,3,1,14946
599900,3,2,16225
646000,5,3,9221
1.08E+06,5,5,26951
558000,4,2,7570
354000,2,1,7305
1.20E+06,4,4,16897
670000,4,2,7650
1.13E+06,6,4,15748
267500,2,1,15617
299800,4,3,9635
430000,4,2,12840
775000,5,1,6810
333000,3,1,7654
336000,3,2,14325
323000,2,1,3952
575000,4,3,61048
328000,2,2,5049
572500,3,1,7960
600000,3,2,8290
412000,4,3,12102
827500,3,3,11060
300000,4,3,22569
415000,3,3,7820
750000,7,3,9976
800000,3,3,8020
420000,3,1,8300
266000,3,2,10690
499000,4,3,15600
440000,4,2,8490
495000,3,2,17466
630000,2,2,7840
424000,3,2,9728
760000,4,3,41623
650000,4,4,21994
248500,4,2,12958
379600,3,2,15250
538000,4,3,15094
530000,4,3,10480
545000,4,2,14080
925000,4,3,42381
565000,4,3,52717
405100,2,1,5752
502000,3,2,11450
425000,3,2,5890
233500,3,2,6118
287000,3,3,13881
190000,3,1,11255
666000,3,2,37180
330000,2,1,5270
1.49E+06,5,4,14131
393000,3,2,14436
353000,4,3,8457
260000,2,1,8390
680000,3,3,6671
921000,3,2,15590
319000,2,1,8820
280000,3,1,13321
220000,3,1,8090
219000,3,2,8480
528000,4,3,11181
405000,3,2,11530
372977,3,3,4998
934550,4,3,10540
1.47E+06,3,2,15240
975000,4,2,10550
800866,5,3,20166
950000,7,4,22774
624000,4,3,7140
1.85E+06,5,2,14462
310000,3,1,12686
315000,3,2,9780
675000,3,2,8903
490000,3,2,12078
600000,5,2,11170
154000,2,1,23444
480000,4,2,11150
196900,3,1,10020
735000,3,3,45290
205500,3,2,11588
357186,2,2,3460
275000,4,3,10994
248500,3,2,15816
350000,3,3,12856
390000,4,3,50290
390000,3,3,16070
660000,5,2,20833
310000,3,2,10543
717000,3,3,10097
260000,5,3,16070
745000,3,2,8521
470000,4,3,16522
429000,3,3,13690
220000,4,2,10150
497000,3,3,5820
716100,3,1,7780
371000,4,1,98915
379000,5,3,30345
937500,3,1,12610
720000,4,2,8000
616000,3,3,5996
259000,3,2,10040
538000,3,2,6945
605000,3,3,15626
369950,3,1,9973
310000,3,3,7560
227500,3,1,12200
274000,4,2,11750
410000,3,2,11268
354800,3,2,81398
650000,4,2,8840
353000,3,2,17090
224975,3,1,14865
600000,2,2,17574
437500,3,2,11100
567000,3,3,11173
225000,5,2,15486
255000,2,1,12170
2.48E+06,5,4,16970
370000,2,1,6560
675000,4,2,12980
285000,3,1,7078
310000,3,2,41985
475000,4,3,11225
410000,4,3,10934
895000,4,2,10500
375000,3,2,10103
349000,4,3,8354
650500,3,2,7880
760000,3,2,18410
480000,4,3,7450
689000,4,3,22565
415000,3,2,8750
195000,3,2,8530
318000,5,3,15476
404000,4,3,42631
339950,2,1,5290
215000,3,1,10717
339900,3,3,12103
285000,1,2,5341
550000,3,1,7980
430000,4,1,12290
219000,3,1,9910
555000,2,2,8220
233000,3,2,10506
248000,3,2,23251
454000,5,2,13840
950000,4,3,8208
359000,3,3,12447
407500,5,2,13100
224000,3,2,10320
210000,2,1,6670
261000,4,2,13054
719000,3,3,5005
440000,3,3,7398
525000,3,3,14702
375000,3,2,12600
428000,2,3,4788
988830,5,3,15975
199950,3,2,9535
840000,4,2,7571
285000,3,2,9836
330000,5,3,11762
147500,3,2,13325
320000,4,3,11505
382500,3,2,11790
2.05E+06,5,4,16198
596000,4,2,14540
220000,4,2,11140
325000,3,3,10668
679950,4,3,11364
175000,2,1,9191
268000,3,2,13140
715000,4,4,117309
600000,7,2,42014
228000,0,1,8460
950000,5,3,42780
475000,2,2,228174
700000,3,2,83188
275000,3,2,23930
369500,3,2,23930
215000,4,2,10835
593450,4,2,11212
498800,2,2,7644
849000,5,3,10604
1.15E+06,4,3,8605
825000,5,3,11010
265000,3,2,13179
285000,4,2,14010
240000,3,2,11201
261000,4,1,20359
330000,4,2,11970
250000,4,2,11030
350000,4,3,14308
930000,3,3,42503
275000,3,2,11740
325000,4,2,12170
255000,1,1,7730
562200,3,2,8960
952000,2,2,95889
365000,3,3,11900
332900,3,2,14376
721000,3,2,22990
487275,4,3,8456
310000,3,3,9071
245000,2,1,7490
325000,3,2,15053
550000,3,2,14091
350000,2,1,6680
599000,5,3,76739
259950,3,2,12585
240000,4,3,10844
186000,3,1,12510
395000,3,2,17778
475000,4,3,12007
815000,5,4,17404
572000,3,2,17191
419500,3,3,5638
298700,3,2,12100
549000,2,1,16582
278000,3,2,13794
455000,4,2,8180
925000,5,4,20755
465000,2,2,3691
620000,4,4,8200
499900,4,2,12330
620000,5,3,16052
450000,3,2,8810
690000,4,4,7507
1.90E+06,5,2,23532
1.94E+06,5,2,23532
832500,3,2,13367
245000,3,1,11698
820000,3,3,25585
369000,4,3,11335
1.05E+06,4,3,16241
653000,3,3,9927
220650,2,2,13300
300000,5,3,10235
970000,4,4,25953
360000,4,3,9641
672500,3,3,10660
268000,4,2,9860
440000,4,2,6315
1.40E+06,3,3,11780
590000,4,3,15702
359000,4,2,27270
266500,4,2,11352
635000,4,3,13639
559000,3,3,223130
895000,4,3,46095
625000,2,2,122127
650000,4,2,13290
312500,4,2,12240
225000,3,1,8239
425000,4,2,12300
329999,3,3,47190
572000,5,2,13705
386500,4,3,11268
452000,2,1,7250
278000,4,2,9284
474900,3,2,47927
450000,2,2,10834
611000,2,1,8040
214100,2,3,5094
317000,3,3,8851
1.00E+06,4,4,18558
1.00E+06,5,3,9400
525000,4,3,12860
436000,3,2,10110
450000,3,2,12684
588500,3,2,19792
340000,4,2,11194
482000,4,3,89919
1.58E+06,4,4,142286
749000,3,3,12316
330000,3,2,11115
568000,3,3,4759
239000,3,2,11825
528000,3,3,10212
385000,4,3,9282
825000,4,3,21089
815000,5,3,9750
625000,4,3,39016
690000,3,2,10270
210000,3,1,10640
599000,4,1,8100
860000,3,2,9074
147200,3,1,12420
476900,3,1,8458
450000,4,3,41114
570000,4,3,16856
567500,3,1,5940
790000,5,3,26366
875000,3,2,17526
490000,3,2,14795
335000,3,2,13543
550000,3,2,14758
385000,3,2,12951
395000,3,2,11405
650000,2,1,8350
637000,4,3,11603
692500,3,2,15610
322400,3,2,19544
233500,3,2,13497
400000,3,2,14213
547000,5,3,7580
519000,5,2,18194
1.03E+06,4,4,26410
365000,3,1,8865
699000,5,3,42517
525000,3,2,11880
430000,4,3,14966
325000,3,1,11150
279000,2,1,7730
805000,4,2,8920
419950,3,3,7842
425000,2,1,6255
446000,4,2,9352
455000,5,2,12420
226550,3,1,6420
764000,3,2,6720
439950,3,2,19600
453000,4,2,8590
219950,3,1,12340
702500,3,2,10430
285000,3,2,16471
798750,2,2,6538
320000,2,1,7886
425000,3,2,18230
540000,4,3,9310
1.06E+06,4,5,23337
1.17E+06,4,4,10460
576000,3,2,17411
525000,3,2,10620
324950,4,3,13897
600000,3,3,85226
464000,3,3,9605
266000,4,2,10977
775000,3,3,80640
415000,3,2,7290
550000,4,3,12891
235000,3,2,10946
280000,3,2,11089
459000,3,2,11337
195000,3,1,9925
235000,3,2,11898
711800,4,2,21780
440000,3,3,3362
515000,2,1,5330
1.20E+06,5,3,15330
560000,3,2,16753
340000,3,2,14999
600000,2,1,6494
764000,4,3,13508
337000,4,2,12459
1.39E+06,6,3,29390
249000,4,1,10332
350000,3,3,42072
269950,3,2,9020
735000,3,2,113510
1.30E+06,4,3,9630
475000,4,2,11780
339000,3,2,13239
600000,4,4,21220
397500,4,2,7920
1.53E+06,4,4,121758
460000,3,2,12825
370000,4,3,8617
250000,4,1,10216
1.10E+06,4,4,70113
430000,2,2,4116
1.09E+06,3,2,9120
670000,3,2,11610
461550,3,2,16165
479990,3,3,6086
643000,4,3,9461
607000,3,3,17513
625000,3,3,15132
731100,3,3,12828
859000,3,3,440798
435000,4,3,14725
465000,3,3,19780
740000,3,1,8860
740000,3,2,14548
250000,3,2,10140
656000,2,3,6213
300000,4,3,11878
643000,3,2,218835
311000,4,3,11114
360000,3,2,10292
475000,4,3,14733
469950,3,3,5058
240000,3,2,12210
232000,2,1,10020
350000,3,2,86053
803000,2,1,37167
355000,3,2,10940
475000,4,2,5480
823000,3,3,15095
395000,2,2,5230
499000,4,4,9210
420000,2,2,5666
961500,3,3,20190
833000,4,2,16928
479000,3,2,15289
1.15E+06,4,3,15532
267000,3,1,10920
555000,4,2,99315
490000,3,3,13585
619000,4,2,7370
569950,5,3,33605
549000,3,2,5460
422500,3,2,11025
400000,4,4,15611
692500,4,3,14644
310000,4,3,10819
499900,3,2,13640
492000,3,2,11485
460000,2,3,44385
800000,3,3,5900
832600,4,1,7570
470000,4,3,12260
542000,2,2,8100
1.31E+06,4,5,22262
308130,4,3,12100
310000,2,1,4989
235000,2,1,10645
215000,3,1,9940
210000,4,2,13873
730000,4,3,157032
245000,3,2,12392
540000,3,2,24528
299000,4,3,10884
510000,3,3,45836
198000,4,2,10780
950000,5,3,13502
300000,4,2,11710
528000,5,2,12320
507000,5,3,22739
770000,4,3,13504
255000,3,2,9920
220000,1,2,5951
690700,5,3,11019
447000,2,1,10990
755000,6,2,8395
700000,4,2,10610
250000,4,3,11490
320000,3,3,10769
565000,4,3,19317
754300,5,3,8030
650000,3,2,14170
529888,4,3,14735
432000,3,3,13562
235000,3,1,9940
994900,4,4,14411
489000,4,3,15002
800000,4,3,13437
370000,4,2,12837
436000,4,3,13560
395000,3,3,8257
377691,5,2,12639
370000,5,3,9745
515000,3,3,7734
169000,3,1,9616
475000,3,1,6848
420000,3,3,11530
1.30E+06,6,3,13590
822000,3,2,18640
1.50E+06,4,3,32437
485000,3,2,10000
270000,4,1,11845
300000,6,3,16110
878000,4,3,14828
590000,3,3,8783
611900,1,2,6470
240000,3,2,9903
395000,4,3,15441
169000,3,1,9100
200500,3,2,18052
308000,3,3,11820
290256,3,2,11945
279950,3,2,11860
195000,3,2,11015
630000,3,1,16250
1.16E+06,4,3,22598
478000,3,2,7316
835000,3,2,11200
639000,3,2,5321
623000,4,3,17173
220000,3,2,11580
526000,3,2,22159
243500,2,1,7336
750000,4,3,10890
329000,4,2,12706
525000,4,1,7180
190000,2,1,5431
772650,4,3,16100
355000,3,3,8258
650000,3,2,58880
678500,3,3,6440
669950,4,3,16977
850000,3,2,24430
572000,3,3,8795
492450,3,2,16162
813000,3,2,16186
710000,3,2,13412
792500,3,2,6450
285900,5,2,11105
389000,3,2,16582
675000,3,2,6843
352000,2,1,35661
1.05E+06,4,3,18798
768500,4,2,16430
500000,4,2,11358
685000,3,3,12460
648475,4,3,9670
655000,6,5,11320
895000,4,3,8170
195000,3,1,12174
368000,4,3,12640
997000,4,4,20919
335000,3,3,23731
250000,3,2,9838
278500,3,2,12140
260000,4,2,10420
162500,2,1,7801
239000,4,1,10906
600000,4,3,11252
350000,4,2,11318
852500,5,4,15531
485000,3,3,11400
299000,3,1,11340
227450,2,1,8139
383000,3,1,8862
835000,2,3,399235
760000,5,2,7242
532500,2,1,5310
635000,3,3,32589
438500,3,2,5882
545500,3,3,12591
675000,3,2,13299
450000,3,2,6750
199999,3,1,13105
375000,3,2,19430
600000,4,2,48577
292600,3,2,10093
1.04E+06,5,3,14874
610000,3,1,8199
397450,4,3,14611
382000,3,2,19448
370000,3,2,11617
520000,3,2,11617
260000,2,1,9666
890000,4,3,12450
344000,5,2,12852
205000,3,1,10888
379000,5,3,13163
424240,3,2,16404
589950,3,2,16404
582000,4,2,8840
349000,3,3,12669
658000,3,1,15225
294000,5,3,8190
690000,5,4,12748
600000,3,1,7480
199990,3,1,6910
220000,3,2,11900
440000,4,2,19790
439990,4,3,5074
815000,4,3,14368
535000,4,2,7486
215000,3,2,12966
605000,3,3,40902
349900,3,3,11668
495000,3,1,8850
515100,3,3,8814
620000,4,3,60567
657500,4,2,15738
250000,5,2,13010
385000,5,2,13010
307000,3,2,11300
288000,3,3,12093
226450,3,2,9790
390000,3,3,10491
350000,3,1,12916
368000,3,2,11264
469000,2,1,7454
865000,3,2,156020
515000,5,3,22196
410000,3,2,11460
210000,4,1,46160
460000,3,2,10640
241500,4,3,14654
322200,4,2,22960
279000,4,1,8680
303000,2,1,29853
420000,3,2,9195
249000,3,2,22505
294950,3,1,11330
1.32E+06,4,4,9317
335000,3,2,7560
1.16E+06,4,2,13791
520000,2,1,6388
560000,4,2,12720
243400,4,2,10564
405000,3,2,16994
495000,2,1,18165
350000,4,3,10835
368500,5,3,12531
99000,2,1,10456
1.07E+06,4,4,20140
430000,4,2,11374
412500,3,2,11455
1.12E+06,4,3,70415
915000,4,3,41342
535000,3,3,11750
390000,3,2,11726
499000,3,2,5935
375000,3,1,11765
349000,4,3,11220
635000,3,2,11762
682000,4,3,13649
321027,4,2,21910
150000,2,1,5780
410000,3,2,20643
449950,3,2,7540
194990,6,3,10004
475000,4,2,12895
530000,5,2,6180
319950,4,3,12315
210000,3,2,12845
485000,3,3,6370
774000,4,3,16560
478000,4,2,11518
385000,4,3,8490
595000,4,3,48127
285000,3,2,10827
723000,4,3,8964
279000,3,2,19640
195000,3,2,10140
625000,2,1,5502
270000,3,2,13214
559000,2,2,9090
474000,4,2,18334
303500,4,3,11125
350000,3,2,11585
367500,5,3,14634
595000,5,3,14634
589000,3,2,123503
585000,3,2,92273
482975,3,2,13751
365500,4,3,8559
570000,4,2,11740
335000,3,3,12690
767500,4,2,8805
386591,3,3,4993
279000,3,1,8080
620000,4,3,38310
407000,4,2,28070
364250,3,3,218539
399000,4,3,14752
766950,3,3,36397
710000,4,3,9582
320000,3,1,6670
300000,3,3,6853
263000,3,2,12387
445000,3,3,7868
554000,3,2,12951
335000,2,2,8000
307000,4,3,11414
404000,3,1,10920
775000,4,4,11310
220000,3,1,11486
518000,4,3,14750
1.60E+06,4,4,15956
315000,1,2,6070
572650,4,3,15709
350000,2,1,13285
285000,2,1,8410
231000,3,3,10337
179000,3,1,7040
244000,3,2,12875
185850,3,2,14992
610000,6,3,17853
419000,4,3,15175
779000,3,2,11260
695000,5,3,19394
319900,3,3,11580
329000,3,3,11660
475226,3,3,8632
638000,3,3,9340
440000,2,2,18813
214000,3,2,8240
600000,3,3,21787
935000,4,2,9670
630000,4,2,14870
575000,3,3,8590
345000,3,3,24116
323000,4,2,13280
425000,3,3,17848
411000,2,2,112860
299800,4,2,12050
823000,6,2,9940
200000,3,1,10228
760000,4,2,18900
359950,4,3,7539
375000,4,3,12115
295000,2,2,94088
250000,4,3,11682
497000,3,2,4287
520000,4,3,13258
365000,4,4,11781
459900,3,2,12180
158000,3,2,9020
294700,3,2,13280
439950,4,2,19505
899000,4,2,46026
535000,3,2,16321
530000,4,5,16690
215000,4,2,10110
290000,2,1,8560
798000,5,3,12254
785000,4,3,15968
433000,3,2,13635
425000,2,1,9135
654000,4,3,11740
215000,3,2,7415
232000,3,1,8390
675000,3,2,14430
665000,5,3,12080
835000,4,3,34973
525000,6,3,11910
780000,3,3,8404
844000,4,3,73808
680000,4,3,59348
290000,3,2,10740
560000,2,1,19363
605500,3,3,12076
762500,4,3,12279
1.74E+06,5,3,11470
665000,6,3,13436
540000,5,1,8820
375000,3,3,10050
342000,3,1,9386
340000,3,1,26072
1.25E+06,5,3,20249
693000,4,3,19573
638500,4,2,16542
805000,5,3,22495
250000,3,1,10472
325000,3,3,8348
270000,4,2,7100
880000,6,3,8280
300000,2,2,10060
290000,2,1,11050
2.85E+06,4,4,26298
259950,3,1,8435
1.78E+06,4,3,24082
299950,3,1,8010
483000,3,2,47760
890000,3,2,12730
719000,3,3,8330
785000,4,3,106491
660000,3,3,8655
264000,4,2,11748
575000,3,2,15751
1.22E+06,4,4,60534
475000,3,3,103481
845800,4,4,18890
352500,3,2,10962
347000,3,1,11060
560000,4,3,10182
323000,4,3,54554
595000,3,2,26311
257500,4,2,10350
450000,3,1,6900
410000,4,1,9648
810000,3,2,17933
372500,5,3,14860
325000,3,1,11573
280000,3,1,10910
258000,3,2,23808
329950,4,1,8310
836000,4,3,18167
365000,5,3,11480
111300,2,1,8000
864000,4,3,112400
725000,3,2,12233
550000,4,3,12685
130000,2,1,9850
765000,2,2,7730
255000,3,2,10620
439500,3,3,44753
268000,3,2,8436
985000,3,2,12334
751305,4,3,14049
280000,3,1,10283
304000,4,2,12370
200000,4,3,17195
325000,3,2,45225
736000,3,2,16923
426500,4,3,12115
640000,2,2,7490
230000,5,2,9180
366350,4,1,8283
365000,2,1,11336
482000,4,2,12802
345000,4,1,11701
682000,3,2,9070
657500,3,2,8132
895000,6,3,13223
425000,3,2,8855
532500,4,3,13360
540000,4,3,14425
578000,3,2,13430
1.09E+06,3,3,12291
322500,3,1,12070
140000,3,1,12750
485000,3,3,56026
575000,2,2,23409
421000,3,3,26790
355000,4,2,6637
515000,4,2,11137
309000,3,1,10240
815000,5,2,42086
285000,3,1,10635
700000,3,2,8930
289000,3,3,11758
458000,4,3,69216
230000,3,2,11688
432500,3,3,10650
288000,3,2,13340
354000,3,2,14910
119500,3,1,13760
805000,4,3,30001
435000,3,3,5421
260000,3,2,14237
377000,4,2,11955
602000,4,3,11326
530000,3,2,7970
525000,4,2,6370
250000,2,2,3406
681000,3,1,10136
625000,3,2,24248
448500,3,3,8110
260000,3,2,9670
538000,3,2,11820
385500,3,2,11397
428400,4,3,11280
346290,4,3,14570
587000,4,3,13100
355000,4,3,11725
650000,5,3,12585
340000,4,3,9775
565000,4,3,12824
630000,4,2,9200
227000,3,1,9738
600000,4,3,22884
540400,4,2,10348
569000,3,3,12360
735000,3,3,13889
434000,3,2,13033
578888,2,2,6370
465425,4,3,25730
280500,4,3,12664
539950,2,2,7507
406430,3,2,18186
1.15E+06,4,4,44490
250000,3,3,9771
266000,3,3,12237
258000,3,2,10220
472000,3,2,26690
530000,3,2,4064
302282,2,1,7525
370000,2,1,8943
625000,4,2,8917
142500,1,1,8845
334000,3,2,10625
362000,5,3,6480
181000,2,1,6620
241500,3,1,13265
245000,3,2,16750
227500,3,1,11218
158550,5,2,11290
450000,3,2,13587
485000,3,2,14370
353000,4,2,12734
500000,4,3,9578
360000,1,2,14720
357500,3,2,14948
272000,3,3,17116
422000,3,1,10314
365000,2,2,18220
450000,3,2,18089
275053,2,1,8664
1.88E+06,3,3,23939
725000,3,2,12510
235000,3,2,12967
